Award_ID,Contract_Number,Award_Date,Fiscal_Year,VISN,Facility_Name,Contracting_Office,Vendor_Name,Vendor_UEI,Vendor_Size,Socioeconomic_Category,Category,NAICS_Code,NAICS_Description,PSC_Code,Contract_Type,Competition_Type,Set_Aside_Type,Number_of_Offers_Received,Award_Amount,Period_of_Performance_Start,Period_of_Performance_End,Period_of_Performance_Months
AWD-004355,36C115888J188,2021-07-03,2021,11,VISN 11 Medical Center Main,Network Contracting Office (NCO) 17,Unity Partners,6KRWJSQDYG64,Small Business,N/A,Pharmaceuticals,325412,Pharmaceutical Preparation Manufacturing,6508,Blanket Purchase Agreement (BPA),Set-Aside,Full and Open (No Set-Aside),7,275616.18,2021-07-25,2023-07-24,24
AWD-004356,36C082166U766,2022-06-11,2022,8,VISN 8 Medical Center North,Network Contracting Office (NCO) 1,Vanguard Industries,47K6SEGEPUM8,Small Business,N/A,Medical/Clinical Services,621111,Offices of Physicians,Q401,IDIQ,Full and Open,Full and Open (No Set-Aside),3,286629.4,2022-06-20,2027-06-18,60
AWD-004357,36C181890F572,2023-09-19,2023,18,VISN 18 Medical Center North,Network Contracting Office (NCO) 18,Atlas Inc.,3BAJ2GDGUYJ7,Other Than Small Business,N/A,Professional Services,541611,Administrative Management Consulting,R408,Time and Materials,Sole Source,Full and Open (No Set-Aside),1,434190.37,2023-10-17,2024-10-15,12
AWD-004358,36C069915X923,2022-09-19,2022,6,VISN 6 Medical Center Main,Network Contracting Office (NCO) 18,Sterling Enterprises,3CRQQ3H8RFHC,Other Than Small Business,N/A,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6525,Time and Materials,Full and Open,Full and Open (No Set-Aside),1,481757.43,2022-10-05,2024-10-03,24
AWD-004359,36C049811O483,2023-03-03,2023,4,VISN 4 Medical Center South,Strategic Acquisition Center (SAC) - Austin,Summit Solutions,LJUXDSK8Z5G9,Small Business,8(a),Professional Services,541990,All Other Professional/Scientific/Technical Services,R408,Firm Fixed Price,Set-Aside,8(a),3,313957.04,2023-03-04,2028-03-01,60
AWD-004360,36C131195I765,2021-12-03,2022,13,VISN 13 Medical Center North,Network Contracting Office (NCO) 18,Cornerstone Systems,3YAFFAG478KA,Other Than Small Business,N/A,Construction,236220,Commercial Building Construction,Z1AA,Time and Materials,Sole Source,Full and Open (No Set-Aside),1,5741649.34,2021-12-15,2022-12-14,12
AWD-004361,36C151963O885,2025-07-26,2025,15,VISN 15 Medical Center Main,SAO West,Apex Associates,SB7S62MNNZFP,Other Than Small Business,N/A,Medical/Clinical Services,621111,Offices of Physicians,Q201,Time and Materials,Set-Aside,Full and Open (No Set-Aside),2,11463.95,2025-08-12,2030-08-10,60
AWD-004362,36C182578B446,2022-04-19,2022,18,VISN 18 Medical Center Main,Denver Acquisition and Logistics Center (DALC),Anchor Solutions,MBK5YURNLTJL,Small Business,N/A,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q201,Firm Fixed Price,Sole Source,Full and Open (No Set-Aside),1,42852.57,2022-04-28,2023-04-27,12
AWD-004363,36C034652A162,2024-03-14,2024,3,VISN 3 Medical Center South,Network Contracting Office (NCO) 16,Horizon Enterprises,AEJ9YNKHRBP2,Small Business,N/A,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q301,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),10,651299.17,2024-04-05,2025-04-04,12
AWD-004364,36C137444U822,2020-04-27,2020,13,VISN 13 Medical Center South,Network Contracting Office (NCO) 13,Pinnacle Partners,B4UNZ63M4N3X,Small Business,SDVOSB,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q401,Time and Materials,Set-Aside,SDVOSB,8,520353.42,2020-05-12,2022-05-11,24
AWD-004365,36C152658O267,2024-04-11,2024,15,VISN 15 Medical Center Main,Network Contracting Office (NCO) 9,Atlas LLC,SNXURQHWHVU3,Small Business,N/A,Medical/Clinical Services,621399,Offices of Health Practitioners,Q301,Firm Fixed Price,Sole Source,Full and Open (No Set-Aside),1,1787330.1,2024-04-23,2025-04-22,12
AWD-004366,36C066142I784,2019-08-08,2019,6,VISN 6 Medical Center South,Network Contracting Office (NCO) 15,Liberty Inc.,7HE352KJ63XR,Small Business,N/A,Facilities Management,561720,Janitorial Services,S214,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),3,498015.09,2019-08-13,2022-08-11,36
AWD-004367,36C146526Z171,2026-02-11,2026,14,VISN 14 Medical Center South,Strategic Acquisition Center (SAC) - Austin,Patriot Consulting,KG4XW7R3W6AX,Other Than Small Business,N/A,Construction,237990,Other Heavy and Civil Engineering Construction,Z1AA,Time and Materials,Sole Source,Full and Open (No Set-Aside),1,2429061.4,2026-02-12,2027-02-11,12
AWD-004368,36C023294H920,2025-07-18,2025,2,VISN 2 Medical Center North,Network Contracting Office (NCO) 16,Precision Consulting,BPG6BGL8UZ8B,Small Business,N/A,Security Services,561612,Security Guards and Patrol Services,S206,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),3,662574.12,2025-07-27,2026-07-26,12
AWD-004369,36C164774T207,2025-07-04,2025,16,VISN 16 Medical Center South,SAO East,Legacy Inc.,CNJDFYBH5BG3,Other Than Small Business,N/A,Facilities Management,561210,Facilities Support Services,S214,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),8,216372.03,2025-07-06,2027-07-05,24
AWD-004370,36C035232D953,2025-12-17,2026,3,VISN 3 Medical Center Main,National Acquisition Center (NAC),Precision Associates,FLGW2487Q5HG,Other Than Small Business,N/A,Transportation,492110,Couriers and Express Delivery Services,V119,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),2,422659.99,2026-01-02,2028-12-31,36
AWD-004371,36C013272L329,2019-10-19,2020,1,VISN 1 Medical Center North,Strategic Acquisition Center (SAC) - Frederick,Guardian Solutions,AHXFP2YVY4WM,Other Than Small Business,N/A,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q301,Blanket Purchase Agreement (BPA),Full and Open,Full and Open (No Set-Aside),7,1580152.51,2019-11-18,2021-11-16,24
AWD-004372,36C088708J465,2024-04-18,2024,8,VISN 8 Medical Center North,Network Contracting Office (NCO) 6,Unity Inc.,RJ7KLA8FNPG4,Small Business,VOSB,Pharmaceuticals,446110,Pharmacies and Drug Stores,6508,Blanket Purchase Agreement (BPA),Set-Aside,VOSB,3,482291.74,2024-05-13,2024-11-11,6
AWD-004373,36C019707I804,2021-03-07,2021,1,VISN 1 Medical Center Main,Network Contracting Office (NCO) 16,Anchor Federal Services,6FACZY2CTZZK,Other Than Small Business,N/A,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q201,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),3,667429.3,2021-03-22,2023-03-21,24
AWD-004374,36C188869R978,2024-08-11,2024,18,VISN 18 Medical Center North,Network Contracting Office (NCO) 13,Legacy Inc.,8PGMN47ESLME,Other Than Small Business,N/A,Facilities Management,561210,Facilities Support Services,S201,Labor Hour,Full and Open,Full and Open (No Set-Aside),4,437704.61,2024-09-08,2025-09-07,12
AWD-004375,36C022243L511,2020-05-05,2020,2,VISN 2 Medical Center North,Network Contracting Office (NCO) 2,Patriot Systems,32HCTSVUU4SW,Other Than Small Business,N/A,Pharmaceuticals,325412,Pharmaceutical Preparation Manufacturing,6505,Blanket Purchase Agreement (BPA),Limited Competition,Full and Open (No Set-Aside),2,288097.9,2020-05-19,2022-05-18,24
AWD-004376,36C101748I760,2023-04-13,2023,10,VISN 10 Medical Center Main,Network Contracting Office (NCO) 9,Guardian LLC,E3TQ26WRMD7V,Other Than Small Business,N/A,Facilities Management,561720,Janitorial Services,S214,Time and Materials,Limited Competition,Full and Open (No Set-Aside),3,281231.47,2023-04-21,2023-10-20,6
AWD-004377,36C027551E771,2024-12-10,2025,2,VISN 2 Medical Center Main,Network Contracting Office (NCO) 4,Pinnacle LLC,V88JFPQY584Q,Small Business,N/A,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q401,IDIQ,Sole Source,Full and Open (No Set-Aside),1,213814.4,2025-01-07,2026-01-06,12
AWD-004378,36C163400E419,2022-05-07,2022,16,VISN 16 Medical Center North,Denver Acquisition and Logistics Center (DALC),Atlas Consulting,HN9R3JS6AY48,Small Business,8(a),Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6525,Labor Hour,Set-Aside,8(a),3,231144.31,2022-05-31,2023-05-30,12
AWD-004379,36C095738Q388,2023-08-20,2023,9,VISN 9 Medical Center South,Network Contracting Office (NCO) 13,Keystone Federal Services,EQWYTMMMD59D,Other Than Small Business,N/A,IT Services,541512,Computer Systems Design Services,D302,Cost Plus Fixed Fee,Full and Open,Full and Open (No Set-Aside),3,273553.15,2023-09-02,2026-08-31,36
AWD-004380,36C159364G295,2019-08-10,2019,15,VISN 15 Medical Center North,Network Contracting Office (NCO) 8,Atlas Systems,58U3GDKS66ME,Small Business,N/A,Medical/Clinical Services,621111,Offices of Physicians,Q301,Time and Materials,Set-Aside,Small Business,2,197828.34,2019-09-09,2022-09-07,36
AWD-004381,36C142080D719,2020-09-09,2020,14,VISN 14 Medical Center South,Network Contracting Office (NCO) 1,Anchor Federal Services,99LMQKW574BM,Other Than Small Business,N/A,IT Services,541512,Computer Systems Design Services,D302,Time and Materials,Full and Open,Full and Open (No Set-Aside),3,2027487.95,2020-10-09,2021-04-09,6
AWD-004382,36C179597F389,2020-07-16,2020,17,VISN 17 Medical Center Main,Network Contracting Office (NCO) 11,Sterling Consulting,M8BQ6PWYBBWN,Other Than Small Business,N/A,Pharmaceuticals,325412,Pharmaceutical Preparation Manufacturing,6505,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),2,232619.15,2020-08-01,2023-07-31,36
AWD-004383,36C101989H376,2021-03-31,2021,10,VISN 10 Medical Center Main,Strategic Acquisition Center (SAC) - Frederick,Sterling LLC,YQWX2GW35X5F,Small Business,N/A,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6515,Time and Materials,Full and Open,Full and Open (No Set-Aside),6,811155.53,2021-04-30,2024-04-28,36
AWD-004384,36C182140B974,2022-11-04,2023,18,VISN 18 Medical Center South,Network Contracting Office (NCO) 6,Meridian Federal Services,SX65ZBMQBAX9,Other Than Small Business,N/A,Medical/Clinical Services,621111,Offices of Physicians,Q201,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),7,648661.04,2022-11-21,2025-11-19,36
AWD-004385,36C064978V682,2023-08-04,2023,6,VISN 6 Medical Center South,SAO East,Liberty Inc.,RTN7JZ6GUUP5,Other Than Small Business,N/A,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6520,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),6,876269.61,2023-08-08,2027-08-06,48
AWD-004386,36C123609T921,2025-05-21,2025,12,VISN 12 Medical Center North,Network Contracting Office (NCO) 5,Apex Systems,F637NVFMMJF2,Other Than Small Business,N/A,Medical/Clinical Services,621111,Offices of Physicians,Q301,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),5,868936.59,2025-06-20,2028-06-18,36
AWD-004387,36C077658L408,2024-02-18,2024,7,VISN 7 Medical Center North,Technology Acquisition Center (TAC),Atlas Technologies,J6HM5KAGU4UL,Other Than Small Business,N/A,Medical/Clinical Services,621111,Offices of Physicians,Q201,Time and Materials,Sole Source,Full and Open (No Set-Aside),1,1281806.22,2024-02-21,2026-02-19,24
AWD-004388,36C184115K670,2020-08-09,2020,18,VISN 18 Medical Center South,Network Contracting Office (NCO) 12,Patriot Solutions,D9K33GG2P877,Small Business,N/A,IT Services,541519,Other Computer Related Services,D307,Time and Materials,Full and Open,Full and Open (No Set-Aside),3,966010.0,2020-08-25,2025-08-23,60
AWD-004389,36C101774Q132,2022-07-19,2022,10,VISN 10 Medical Center Main,Strategic Acquisition Center (SAC) - Frederick,Horizon Solutions,LHSDG557RCRK,Other Than Small Business,N/A,Facilities Management,561720,Janitorial Services,S201,Labor Hour,Limited Competition,Full and Open (No Set-Aside),2,241202.58,2022-08-08,2023-08-07,12
AWD-004390,36C054681J517,2021-01-08,2021,5,VISN 5 Medical Center North,Network Contracting Office (NCO) 12,Guardian Solutions,W6EW6NQD4MHN,Small Business,N/A,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6515,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),4,1529609.53,2021-02-01,2024-01-31,36
AWD-004391,36C176522B700,2019-11-28,2020,17,VISN 17 Medical Center North,Network Contracting Office (NCO) 2,Horizon Technologies,8X7Y5GKSCTB3,Small Business,N/A,IT Services,541512,Computer Systems Design Services,D307,Firm Fixed Price,Sole Source,Full and Open (No Set-Aside),1,1588693.44,2019-12-26,2022-12-24,36
AWD-004392,36C107953P681,2024-06-20,2024,10,VISN 10 Medical Center North,Denver Acquisition and Logistics Center (DALC),Unity Technologies,JV3W4N5W84TR,Other Than Small Business,N/A,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6520,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),4,1874234.58,2024-07-15,2025-07-14,12
AWD-004393,36C144605H991,2022-09-24,2022,14,VISN 14 Medical Center North,Network Contracting Office (NCO) 8,Cornerstone Inc.,RP8CHP6EH4BZ,Small Business,N/A,Construction,236220,Commercial Building Construction,Z1AA,IDIQ,Full and Open,Full and Open (No Set-Aside),4,680624.93,2022-10-03,2025-10-01,36
AWD-004394,36C138423K866,2026-01-28,2026,13,VISN 13 Medical Center North,Network Contracting Office (NCO) 17,Sterling Solutions,METVF4FV9BYL,Small Business,N/A,Professional Services,541611,Administrative Management Consulting,R408,Cost Plus Fixed Fee,Set-Aside,Full and Open (No Set-Aside),2,232624.98,2026-02-01,2029-01-30,36
AWD-004395,36C149735L833,2020-12-25,2021,14,VISN 14 Medical Center North,Strategic Acquisition Center (SAC) - Frederick,Pinnacle Systems,U4YUTBK6R4JQ,Small Business,SDVOSB,IT Services,518210,"Data Processing, Hosting, and Related Services",D302,Firm Fixed Price,Set-Aside,SDVOSB,5,1220043.73,2021-01-23,2024-01-22,36
AWD-004396,36C105645M624,2022-07-07,2022,10,VISN 10 Medical Center North,Network Contracting Office (NCO) 18,Frontier Solutions,SZU8H4K5T2CV,Other Than Small Business,N/A,Medical/Clinical Services,621111,Offices of Physicians,Q301,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),7,2484721.25,2022-08-04,2024-08-02,24
AWD-004397,36C057757M655,2026-02-11,2026,5,VISN 5 Medical Center Main,Technology Acquisition Center (TAC),Beacon Federal Services,MMJMU7Y3UUGC,Small Business,SDVOSB,IT Services,518210,"Data Processing, Hosting, and Related Services",D307,Firm Fixed Price,Set-Aside,SDVOSB,1,162258.58,2026-02-16,2029-02-14,36
AWD-004398,36C079713N710,2019-08-26,2019,7,VISN 7 Medical Center North,Denver Acquisition and Logistics Center (DALC),Vanguard Group,SZPMA7WPT4S5,Other Than Small Business,N/A,IT Services,541519,Other Computer Related Services,D316,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),4,576753.3,2019-08-26,2020-02-24,6
AWD-004399,36C141072E513,2019-01-20,2019,14,VISN 14 Medical Center North,Network Contracting Office (NCO) 4,Precision Partners,3PJHKLT7RDL5,Small Business,SDVOSB,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q401,Firm Fixed Price,Set-Aside,SDVOSB,4,8665143.86,2019-01-28,2021-01-26,24
AWD-004400,36C184368C335,2024-01-26,2024,18,VISN 18 Medical Center Main,Network Contracting Office (NCO) 11,Horizon Technologies,8GYM4EMXT3MU,Other Than Small Business,N/A,IT Services,541519,Other Computer Related Services,D316,IDIQ,Sole Source,Full and Open (No Set-Aside),1,419108.56,2024-02-16,2024-08-16,6
AWD-004401,36C068468K574,2022-01-25,2022,6,VISN 6 Medical Center Main,Network Contracting Office (NCO) 18,Vertex Enterprises,JBFMR5HHPCSY,Small Business,VOSB,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q301,IDIQ,Set-Aside,VOSB,5,1581891.37,2022-02-16,2022-08-17,6
AWD-004402,36C096282K294,2021-05-07,2021,9,VISN 9 Medical Center Main,Network Contracting Office (NCO) 7,Legacy Inc.,QYQW733ZKK77,Small Business,VOSB,IT Services,541519,Other Computer Related Services,D302,Blanket Purchase Agreement (BPA),Set-Aside,VOSB,5,388662.75,2021-05-17,2022-05-16,12
AWD-004403,36C103495Y858,2020-11-21,2021,10,VISN 10 Medical Center North,Network Contracting Office (NCO) 12,Frontier Consulting,NWHYLB6RSKXQ,Other Than Small Business,N/A,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6515,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),3,483053.43,2020-11-23,2023-11-22,36
AWD-004404,36C161245Q694,2025-06-18,2025,16,VISN 16 Medical Center Main,Network Contracting Office (NCO) 15,Keystone Partners,6D9CRJ7NTN99,Other Than Small Business,N/A,Construction,237990,Other Heavy and Civil Engineering Construction,Y1AA,Time and Materials,Full and Open,Full and Open (No Set-Aside),2,1006559.63,2025-06-26,2026-06-25,12
AWD-004405,36C121356Q861,2020-10-10,2021,12,VISN 12 Medical Center Main,Network Contracting Office (NCO) 8,Keystone Enterprises,ZA59E42LH65G,Other Than Small Business,N/A,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q301,Firm Fixed Price,Sole Source,Full and Open (No Set-Aside),1,229133.27,2020-10-12,2021-10-11,12
AWD-004406,36C049893T965,2024-06-28,2024,4,VISN 4 Medical Center Main,Network Contracting Office (NCO) 15,Summit Inc.,Q94SS7DFZ3PT,Other Than Small Business,N/A,Food Service,722320,Caterers,8940,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),5,137234.68,2024-06-30,2026-06-29,24
AWD-004407,36C131444W585,2019-12-27,2020,13,VISN 13 Medical Center Main,Network Contracting Office (NCO) 18,Anchor Industries,BWVJSC2TL7PM,Small Business,HUBZone,Medical/Clinical Services,621399,Offices of Health Practitioners,Q301,Blanket Purchase Agreement (BPA),Set-Aside,HUBZone,7,458725.88,2020-01-25,2022-01-23,24
AWD-004408,36C073509H266,2020-06-14,2020,7,VISN 7 Medical Center North,Network Contracting Office (NCO) 17,Patriot Technologies,VQZYB7E9EXB9,Other Than Small Business,N/A,Professional Services,541611,Administrative Management Consulting,R408,Time and Materials,Full and Open,Full and Open (No Set-Aside),2,63883.26,2020-07-06,2021-07-05,12
AWD-004409,36C127014O330,2025-11-21,2026,12,VISN 12 Medical Center Main,Network Contracting Office (NCO) 6,Sterling Systems,Y8VV2AMMWUE6,Small Business,N/A,IT Services,518210,"Data Processing, Hosting, and Related Services",D302,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),4,86505.7,2025-11-24,2028-11-22,36
AWD-004410,36C014988L479,2023-11-12,2024,1,VISN 1 Medical Center Main,Network Contracting Office (NCO) 3,Legacy Inc.,QNTKUWEGHEKC,Other Than Small Business,N/A,IT Services,541512,Computer Systems Design Services,D316,Time and Materials,Full and Open,Full and Open (No Set-Aside),2,609733.9,2023-11-12,2026-11-10,36
AWD-004411,36C151702Y845,2026-02-07,2026,15,VISN 15 Medical Center North,Network Contracting Office (NCO) 14,Vertex Federal Services,BF8B2359K5KD,Small Business,VOSB,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q201,Firm Fixed Price,Set-Aside,VOSB,3,40385.82,2026-03-09,2027-03-08,12
AWD-004412,36C114713Q973,2023-10-25,2024,11,VISN 11 Medical Center Main,Network Contracting Office (NCO) 17,Vertex LLC,QPLJXZYVPMU4,Small Business,N/A,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q301,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),3,44249.59,2023-11-11,2025-11-09,24
AWD-004413,36C017410E480,2023-07-11,2023,1,VISN 1 Medical Center Main,Network Contracting Office (NCO) 6,Atlas Solutions,TXLHE3L2HHXX,Other Than Small Business,N/A,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6525,Firm Fixed Price,Sole Source,Full and Open (No Set-Aside),1,402691.32,2023-07-29,2027-07-27,48
