Record_ID,Fiscal_Year,VISN,Category,NAICS_Code,PSC_Code,Contract_Type,Set_Aside_Type,Competition_Type,Vendor_Size,Socioeconomic_Category,Estimated_Value,Number_of_Offers_Received,Incumbent_Present,Requirement_Complexity_Score,Contracting_Office_Open_Actions,Days_Since_Requirement_Posted,Prior_Year_Spend_Same_Requirement,Award_Amount,Days_to_Award,Small_Business_Award,Protest_Filed,On_Time_Award
MODEL-003784,2026,16,Medical/Clinical Services,622110,Q301,Time and Materials,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,1148641.56,5,Yes,7,64,48,1032794.45,1314223.17,91,0,0,1
MODEL-003785,2024,7,IT Services,541519,D307,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,1203392.3,5,No,6,60,76,0.0,1195165.69,130,0,0,0
MODEL-003786,2023,12,Medical Equipment,423450,6520,IDIQ,Small Business,Set-Aside,Small Business,N/A,104110.44,5,No,5,48,47,0.0,102676.4,85,1,0,1
MODEL-003787,2026,14,Medical/Clinical Services,621111,Q301,IDIQ,VOSB,Set-Aside,Small Business,VOSB,960266.24,3,Yes,3,34,25,857398.26,915299.07,78,1,0,1
MODEL-003788,2023,3,Professional Services,541990,R408,Blanket Purchase Agreement (BPA),HUBZone,Set-Aside,Small Business,HUBZone,359243.2,1,No,8,41,31,0.0,399363.07,99,1,0,1
MODEL-003789,2022,8,IT Services,541512,D307,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,366028.67,3,No,4,36,48,0.0,314423.51,81,1,0,1
MODEL-003790,2021,13,Facilities Management,561720,S201,Firm Fixed Price,WOSB,Set-Aside,Small Business,WOSB,185030.0,3,No,3,48,62,0.0,161495.58,72,1,0,1
MODEL-003791,2022,3,Construction,237990,Y1AA,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,2066501.5,4,Yes,2,45,120,1508780.91,2162597.16,65,1,0,1
MODEL-003792,2024,13,Medical/Clinical Services,621111,Q401,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,385987.36,9,No,5,38,95,0.0,399879.84,89,1,0,1
MODEL-003793,2024,17,Medical/Clinical Services,622110,Q301,Blanket Purchase Agreement (BPA),SDVOSB,Set-Aside,Small Business,SDVOSB,430376.58,3,Yes,3,35,70,301273.6,470281.82,61,1,0,1
MODEL-003794,2022,10,Construction,237990,Y1AA,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,1976121.4,6,Yes,7,30,53,1840813.87,1957142.95,142,1,0,0
MODEL-003795,2021,16,Facilities Management,561210,S201,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,476326.86,2,Yes,6,32,54,457627.67,354634.91,83,1,0,1
MODEL-003796,2023,18,Facilities Management,561210,S201,Labor Hour,SDVOSB,Set-Aside,Small Business,SDVOSB,63591.5,7,Yes,5,57,11,61701.6,62485.4,76,1,0,1
MODEL-003797,2023,5,Professional Services,541990,R425,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,1132729.73,6,Yes,3,20,5,871616.92,1434798.87,87,0,0,0
MODEL-003798,2022,2,Professional Services,541611,R408,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,580914.61,6,No,4,44,27,0.0,668881.73,85,1,0,1
MODEL-003799,2022,2,Medical/Clinical Services,621111,Q201,Cost Plus Fixed Fee,8(a),Set-Aside,Small Business,8(a),483983.89,1,Yes,6,20,87,506269.01,565580.03,60,1,0,1
MODEL-003800,2024,8,Professional Services,541990,R408,IDIQ,Small Business,Set-Aside,Small Business,N/A,284100.4,3,Yes,2,43,51,280266.75,230630.52,48,1,0,1
MODEL-003801,2022,12,Medical Equipment,423450,6525,Blanket Purchase Agreement (BPA),VOSB,Set-Aside,Small Business,VOSB,400736.15,2,No,2,41,102,0.0,362212.01,81,0,0,0
MODEL-003802,2026,14,Medical Equipment,339112,6525,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,662268.21,1,No,2,47,65,0.0,551205.32,64,1,0,1
MODEL-003803,2024,5,Facilities Management,561210,S214,Firm Fixed Price,HUBZone,Set-Aside,Other Than Small Business,HUBZone,147536.6,6,No,4,26,50,0.0,133726.87,89,1,0,0
MODEL-003804,2025,10,Facilities Management,561210,S201,IDIQ,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,366884.88,8,Yes,8,32,20,388057.45,375945.94,126,1,0,0
MODEL-003805,2024,7,Medical Equipment,423450,6525,Time and Materials,VOSB,Set-Aside,Small Business,VOSB,267155.52,6,Yes,6,70,56,271296.49,325606.47,73,1,0,1
MODEL-003806,2026,4,IT Services,541519,D316,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,1767582.2,7,Yes,9,61,31,1353340.83,1799303.42,109,1,0,1
MODEL-003807,2024,2,IT Services,541512,D302,Time and Materials,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,755493.04,8,No,7,32,78,0.0,950986.79,131,0,0,0
MODEL-003808,2026,8,Medical Equipment,339112,6525,Blanket Purchase Agreement (BPA),HUBZone,Set-Aside,Small Business,HUBZone,59220.33,2,Yes,3,53,80,45560.55,56521.21,36,1,0,1
MODEL-003809,2025,2,Medical Equipment,423450,6525,Cost Plus Fixed Fee,Small Business,Set-Aside,Small Business,N/A,125592.13,4,No,5,30,48,0.0,134000.7,89,1,1,1
MODEL-003810,2021,15,Security Services,561612,S206,Firm Fixed Price,Small Business,Set-Aside,Other Than Small Business,N/A,986593.93,4,Yes,4,50,47,696433.47,1072827.61,72,1,0,1
MODEL-003811,2021,10,IT Services,541512,D307,Labor Hour,SDVOSB,Set-Aside,Small Business,SDVOSB,86016.68,9,Yes,7,15,102,108678.15,84424.76,99,1,0,1
MODEL-003812,2025,7,Medical/Clinical Services,622110,Q301,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,148530.04,2,No,5,33,80,0.0,139179.64,96,0,0,0
MODEL-003813,2021,10,Professional Services,541611,R408,Time and Materials,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,1870008.76,5,Yes,4,42,62,1758126.92,2078956.81,72,0,0,1
MODEL-003814,2021,5,Medical Equipment,339112,6525,IDIQ,SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,104997.64,3,Yes,2,67,44,104535.93,94645.29,39,1,0,1
MODEL-003815,2024,10,Medical Equipment,423450,6515,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,247576.14,1,Yes,6,59,41,320591.44,275391.8,69,1,0,1
MODEL-003816,2024,7,Medical/Clinical Services,621111,Q201,IDIQ,Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,1148455.95,1,No,2,23,61,0.0,1132325.61,64,0,0,1
MODEL-003817,2021,12,Medical/Clinical Services,622110,Q201,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,672742.17,6,Yes,2,39,29,670196.96,809803.82,65,0,0,1
MODEL-003818,2023,11,IT Services,518210,D307,IDIQ,Full and Open (No Set-Aside),Limited Competition,Other Than Small Business,N/A,1365200.7,3,Yes,7,95,71,1242282.57,1376913.33,69,0,0,1
MODEL-003819,2023,15,Medical/Clinical Services,622110,Q201,Firm Fixed Price,8(a),Set-Aside,Small Business,8(a),267984.07,5,Yes,8,58,73,312712.15,341684.99,92,1,0,1
MODEL-003820,2023,4,Medical/Clinical Services,621111,Q201,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,433085.79,2,No,6,43,20,0.0,411254.65,73,1,0,1
MODEL-003821,2024,1,Medical/Clinical Services,622110,Q201,IDIQ,VOSB,Set-Aside,Small Business,VOSB,150962.2,2,Yes,7,29,54,191882.81,174418.07,68,1,0,1
MODEL-003822,2023,13,IT Services,518210,D307,Cost Plus Fixed Fee,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,1796230.53,7,No,8,38,60,0.0,1781830.12,117,1,1,0
MODEL-003823,2023,10,Professional Services,541990,R425,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,70942.05,9,No,3,50,40,0.0,69101.16,74,1,0,1
MODEL-003824,2026,9,Food Service,722320,F002,Firm Fixed Price,HUBZone,Set-Aside,Small Business,HUBZone,60399.56,1,Yes,7,27,72,63273.86,56493.66,56,1,0,1
MODEL-003825,2025,18,Facilities Management,561210,S201,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Sole Source,Small Business,N/A,297069.58,1,Yes,2,54,58,234763.86,335354.75,39,0,0,1
MODEL-003826,2021,13,Medical Equipment,423450,6525,Labor Hour,SDVOSB,Set-Aside,Small Business,SDVOSB,362482.81,4,Yes,3,35,70,267869.38,313769.16,35,1,0,1
MODEL-003827,2023,10,Pharmaceuticals,325412,6505,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,417866.57,4,Yes,4,47,88,519281.47,439885.06,51,1,0,1
MODEL-003828,2023,2,Pharmaceuticals,325412,6505,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,693193.32,6,No,2,45,113,0.0,619726.33,104,1,0,0
MODEL-003829,2023,18,Professional Services,541611,R408,IDIQ,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,84825.58,2,Yes,6,30,85,109665.31,80813.54,70,0,0,1
MODEL-003830,2022,16,Medical Equipment,339112,6520,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,396615.98,4,No,3,63,66,0.0,416987.42,69,1,0,1
MODEL-003831,2021,18,Professional Services,541990,R425,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,185888.76,2,Yes,3,52,46,145229.57,222069.29,68,1,0,1
MODEL-003832,2026,4,Medical Equipment,339112,6515,Cost Plus Fixed Fee,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,263864.05,4,No,5,52,92,0.0,233294.13,100,0,0,0
MODEL-003833,2023,13,IT Services,518210,D316,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,1033886.83,4,No,7,30,132,0.0,951695.63,99,1,0,1
MODEL-003834,2023,12,Facilities Management,561720,S214,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,370404.97,6,No,4,64,32,0.0,374448.71,82,1,0,1
MODEL-003835,2021,1,Pharmaceuticals,325412,6505,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,331775.45,6,Yes,6,59,60,282049.18,341948.22,108,0,0,0
MODEL-003836,2021,1,Medical Equipment,339112,6525,Cost Plus Fixed Fee,Small Business,Set-Aside,Small Business,N/A,1761826.83,6,No,8,55,63,0.0,1779197.78,124,1,0,0
MODEL-003837,2021,18,IT Services,541512,D302,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,664681.48,9,No,5,55,55,0.0,744594.15,91,1,0,1
MODEL-003838,2021,9,Facilities Management,561720,S201,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,118487.14,2,No,3,25,78,0.0,115843.23,68,1,0,1
MODEL-003839,2021,18,Medical/Clinical Services,622110,Q301,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,1360504.71,3,Yes,5,39,62,1603267.71,1515243.07,78,1,0,1
MODEL-003840,2021,9,Construction,237990,Z1AA,Time and Materials,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,651165.25,6,Yes,4,51,110,787967.84,736444.5,87,0,0,0
MODEL-003841,2021,17,Medical/Clinical Services,622110,Q201,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,119550.77,9,No,7,71,28,0.0,126645.73,122,0,0,0
MODEL-003842,2025,3,Construction,237990,Y1AA,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,2280367.25,4,Yes,8,25,75,2030067.12,2667868.5,91,0,1,1
MODEL-003843,2021,10,IT Services,541519,D307,Labor Hour,Small Business,Set-Aside,Other Than Small Business,N/A,412004.24,2,No,4,69,127,0.0,318789.92,94,1,0,0
MODEL-003844,2021,7,Pharmaceuticals,325412,6508,IDIQ,VOSB,Set-Aside,Small Business,VOSB,542146.86,5,No,5,55,27,0.0,557059.42,103,1,0,0
MODEL-003845,2025,15,Medical Equipment,339112,6515,Time and Materials,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,95268.84,6,No,6,71,45,0.0,105546.25,101,0,1,1
MODEL-003846,2023,3,Medical Equipment,423450,6520,Firm Fixed Price,Full and Open (No Set-Aside),Limited Competition,Small Business,N/A,301010.85,4,No,3,29,84,0.0,305333.0,45,0,0,1
MODEL-003847,2024,9,Food Service,722320,8940,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,37959.85,1,No,7,38,49,0.0,49688.77,88,1,0,1
MODEL-003848,2023,1,IT Services,541519,D307,Blanket Purchase Agreement (BPA),Small Business,Set-Aside,Small Business,N/A,140144.06,9,Yes,3,71,60,179700.25,150475.84,62,1,0,1
MODEL-003849,2024,14,Food Service,722320,8940,Cost Plus Fixed Fee,VOSB,Set-Aside,Other Than Small Business,VOSB,85729.88,5,No,6,60,49,0.0,84022.66,92,1,0,1
MODEL-003850,2025,14,Facilities Management,561210,S214,Blanket Purchase Agreement (BPA),SDVOSB,Set-Aside,Small Business,SDVOSB,186150.11,4,Yes,5,37,80,174161.64,198577.23,46,0,0,1
MODEL-003851,2022,3,Facilities Management,561210,S214,Time and Materials,WOSB,Set-Aside,Small Business,WOSB,450364.93,7,No,8,61,28,0.0,493371.7,94,1,0,1
MODEL-003852,2025,7,IT Services,541512,D316,Time and Materials,SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,541091.19,1,Yes,3,50,61,502985.11,664673.72,63,1,0,1
MODEL-003853,2023,6,Professional Services,541611,R408,IDIQ,Small Business,Set-Aside,Small Business,N/A,542267.24,6,No,5,38,81,0.0,477548.76,57,1,0,1
MODEL-003854,2022,5,Medical/Clinical Services,621399,Q201,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,1185807.48,5,Yes,4,51,80,1336476.16,1479905.66,98,0,0,0
MODEL-003855,2022,17,Medical/Clinical Services,621399,Q401,IDIQ,Small Business,Set-Aside,Small Business,N/A,195091.59,1,Yes,3,29,42,140376.0,164722.93,38,1,0,1
MODEL-003856,2024,1,Facilities Management,561210,S201,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,377459.24,5,No,6,25,89,0.0,435287.64,104,1,0,0
MODEL-003857,2023,5,Facilities Management,561210,S214,Firm Fixed Price,WOSB,Set-Aside,Small Business,WOSB,110143.06,4,Yes,6,50,49,79265.49,104621.18,70,1,0,1
MODEL-003858,2025,13,Medical Equipment,339112,6525,Labor Hour,SDVOSB,Set-Aside,Small Business,SDVOSB,739468.93,3,No,6,37,35,0.0,888473.67,84,1,0,1
MODEL-003859,2021,4,Medical Equipment,423450,6520,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,2594320.36,7,Yes,6,72,101,2446460.06,2502381.03,96,1,0,1
MODEL-003860,2024,13,Food Service,722320,F002,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,31180.02,6,Yes,4,48,47,24978.88,28174.09,70,1,0,1
MODEL-003861,2026,17,Security Services,561612,S206,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,326151.96,7,No,6,27,43,0.0,277391.32,118,1,0,0
MODEL-003862,2023,18,Medical/Clinical Services,622110,Q301,Firm Fixed Price,Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,453605.03,1,Yes,5,28,99,403100.02,354628.3,81,0,0,1
MODEL-003863,2024,6,Food Service,722320,8940,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,122594.87,4,No,4,28,45,0.0,141379.84,59,1,0,1
MODEL-003864,2022,4,Medical Equipment,423450,6520,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,600992.92,4,No,8,45,82,0.0,630423.71,93,1,0,1
MODEL-003865,2021,9,Security Services,561612,S206,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,1048171.1,5,No,8,65,54,0.0,954573.57,150,1,0,0
MODEL-003866,2023,17,Food Service,722320,8940,Cost Plus Fixed Fee,VOSB,Set-Aside,Small Business,VOSB,339484.77,1,No,2,27,52,0.0,389629.4,55,1,0,1
MODEL-003867,2022,3,Construction,236220,Y1AA,Cost Plus Fixed Fee,SDVOSB,Set-Aside,Small Business,SDVOSB,447464.29,4,Yes,4,59,44,430682.62,383866.1,70,1,0,1
MODEL-003868,2024,17,Facilities Management,561720,S201,IDIQ,VOSB,Set-Aside,Small Business,VOSB,710751.0,5,No,3,34,57,0.0,621121.84,81,1,0,0
MODEL-003869,2023,9,Professional Services,541990,R408,Firm Fixed Price,Full and Open (No Set-Aside),Limited Competition,Other Than Small Business,N/A,213758.87,8,No,5,62,64,0.0,227047.25,110,1,0,0
MODEL-003870,2021,13,Professional Services,541990,R425,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Limited Competition,Other Than Small Business,N/A,39941.25,4,Yes,6,24,76,29650.25,38331.14,62,0,0,1
MODEL-003871,2021,18,Food Service,722320,F002,Cost Plus Fixed Fee,Small Business,Set-Aside,Small Business,N/A,55910.02,4,Yes,3,25,42,52097.18,54611.75,52,1,0,1
MODEL-003872,2026,11,Facilities Management,561720,S214,Time and Materials,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,587271.5,8,No,3,36,66,0.0,682551.45,122,0,0,0
MODEL-003873,2024,13,Professional Services,541611,R408,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,825391.48,2,No,6,55,45,0.0,724010.56,99,0,0,1
MODEL-003874,2024,13,Facilities Management,561720,S214,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,409923.89,2,Yes,2,37,46,482631.24,436436.7,48,1,0,1
MODEL-003875,2025,12,Facilities Management,561210,S214,Blanket Purchase Agreement (BPA),SDVOSB,Set-Aside,Small Business,SDVOSB,58782.06,6,Yes,3,12,62,43750.28,59712.99,67,1,0,1
MODEL-003876,2022,18,IT Services,541512,D307,Time and Materials,WOSB,Set-Aside,Small Business,WOSB,6515926.71,3,Yes,9,18,62,5651958.61,6639295.48,132,1,0,0
MODEL-003877,2021,13,Medical Equipment,339112,6520,Time and Materials,WOSB,Set-Aside,Small Business,WOSB,233972.22,3,No,7,77,66,0.0,264554.27,88,1,0,1
MODEL-003878,2026,4,Transportation,485991,V119,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,134691.05,2,Yes,8,11,71,99894.33,139333.28,92,0,0,1
MODEL-003879,2024,13,Pharmaceuticals,446110,6508,Firm Fixed Price,Full and Open (No Set-Aside),Limited Competition,Other Than Small Business,N/A,289516.48,2,No,4,15,35,0.0,269530.88,67,0,0,1
MODEL-003880,2021,3,Security Services,561612,S206,Cost Plus Fixed Fee,Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,136342.67,1,Yes,5,61,40,165073.68,146378.41,52,1,0,1
MODEL-003881,2022,6,Professional Services,541990,R408,Firm Fixed Price,Full and Open (No Set-Aside),Limited Competition,Other Than Small Business,N/A,409457.39,3,Yes,4,19,57,468147.52,456821.69,69,0,0,1
MODEL-003882,2024,9,Professional Services,541611,R408,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,194549.63,5,Yes,4,47,54,190836.39,188580.8,80,1,0,1
MODEL-003883,2023,11,Medical Equipment,339112,6525,Blanket Purchase Agreement (BPA),HUBZone,Set-Aside,Other Than Small Business,HUBZone,209373.46,1,No,6,36,58,0.0,227097.31,89,1,0,1
MODEL-003884,2023,8,Medical Equipment,339112,6525,Firm Fixed Price,8(a),Set-Aside,Small Business,8(a),83925.66,4,No,5,8,5,0.0,83730.31,90,1,0,1
MODEL-003885,2024,18,Medical/Clinical Services,622110,Q401,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,130019.29,2,No,7,58,61,0.0,108359.03,95,0,0,1
MODEL-003886,2024,15,Medical/Clinical Services,622110,Q401,Blanket Purchase Agreement (BPA),HUBZone,Set-Aside,Small Business,HUBZone,1177429.9,1,No,5,68,78,0.0,1191925.32,79,1,0,1
MODEL-003887,2026,6,IT Services,518210,D316,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,484151.92,7,Yes,5,12,123,353488.91,522840.27,83,1,0,1
MODEL-003888,2021,14,Medical/Clinical Services,622110,Q201,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,2526741.85,1,No,5,40,59,0.0,2318214.0,92,1,0,1
MODEL-003889,2022,5,IT Services,541512,D302,IDIQ,WOSB,Set-Aside,Small Business,WOSB,1345785.48,3,Yes,6,55,58,1571327.92,1448156.36,74,1,0,1
MODEL-003890,2025,16,Facilities Management,561210,S214,Firm Fixed Price,SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,613816.39,5,No,6,69,43,0.0,676276.32,76,1,0,1
MODEL-003891,2021,6,Food Service,722320,F002,Time and Materials,Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,269281.61,1,Yes,3,42,68,211326.56,312744.42,58,0,0,1
MODEL-003892,2021,9,Pharmaceuticals,325412,6505,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,577579.13,4,No,4,43,31,0.0,560955.97,96,1,0,0
MODEL-003893,2024,18,Pharmaceuticals,325412,6505,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,441569.02,6,Yes,8,65,60,565858.55,515626.32,108,0,0,1
MODEL-003894,2026,5,Professional Services,541611,R408,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,295908.56,4,No,6,41,6,0.0,290376.02,111,1,0,0
MODEL-003895,2025,2,Medical Equipment,423450,6525,Cost Plus Fixed Fee,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,1305158.38,3,No,5,29,43,0.0,1506728.18,99,1,0,0
MODEL-003896,2022,14,Professional Services,541990,R425,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,295517.13,6,No,6,38,89,0.0,387715.57,92,1,0,1
MODEL-003897,2026,7,Facilities Management,561210,S201,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,83206.05,6,No,6,68,77,0.0,81313.0,124,1,0,0
MODEL-003898,2021,15,Medical Equipment,339112,6515,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,90455.9,3,Yes,5,57,72,66176.46,73670.41,83,1,0,1
MODEL-003899,2024,5,Facilities Management,561720,S214,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,290141.56,3,No,2,25,55,0.0,218724.87,40,1,0,1
MODEL-003900,2026,14,Professional Services,541990,R425,Time and Materials,VOSB,Set-Aside,Small Business,VOSB,364393.37,5,No,4,66,34,0.0,383454.17,103,1,0,0
MODEL-003901,2023,7,Security Services,561612,S206,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,165047.87,2,No,4,52,82,0.0,162352.14,86,1,0,1
MODEL-003902,2026,6,Medical/Clinical Services,622110,Q301,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,1042345.92,4,Yes,9,48,78,1208991.37,999154.87,112,0,0,1
MODEL-003903,2024,14,Medical/Clinical Services,621399,Q301,Time and Materials,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,579199.05,5,No,5,42,42,0.0,607652.82,119,0,0,0
MODEL-003904,2022,13,Professional Services,541990,R408,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,550872.35,8,Yes,2,40,42,401562.02,640611.97,92,0,0,0
MODEL-003905,2022,17,Security Services,561612,S206,Firm Fixed Price,WOSB,Set-Aside,Small Business,WOSB,896680.9,7,No,1,55,52,0.0,774408.66,77,1,0,0
MODEL-003906,2024,4,Professional Services,541990,R425,Firm Fixed Price,8(a),Set-Aside,Small Business,8(a),774715.72,3,Yes,9,37,18,706876.81,806499.44,111,1,0,1
MODEL-003907,2024,7,Pharmaceuticals,325412,6508,Firm Fixed Price,Full and Open (No Set-Aside),Limited Competition,Small Business,N/A,545334.24,5,No,5,72,77,0.0,568634.92,81,1,0,1
MODEL-003908,2023,12,Medical Equipment,423450,6525,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,613335.63,1,No,6,43,56,0.0,630390.51,104,0,0,0
MODEL-003909,2025,3,Construction,237990,Y1AA,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,2589615.27,4,Yes,7,27,70,2373177.33,2954309.57,98,1,0,1
MODEL-003910,2022,2,Medical Equipment,339112,6520,Cost Plus Fixed Fee,SDVOSB,Set-Aside,Small Business,SDVOSB,1435580.54,4,Yes,9,26,72,1815224.32,1433407.6,88,1,0,1
